System timestamp: 2022-01-31 21:37:39.060305, Packet Type: 00, Millisec: 0, Sec: 0, Error Val: 251, Error Calc: 251, Error: False, Millideg: 9431, Degrees: 9
System timestamp: 2022-01-31 21:37:39.243303, Packet Type: 00, Millisec: 1685, Sec: 1, Error Val: 170, Error Calc: 170, Error: False, Millideg: 50506, Degrees: 50
System timestamp: 2022-01-31 21:37:39.244303, Packet Type: 00, Millisec: 1690, Sec: 1, Error Val: 48, Error Calc: 48, Error: False, Millideg: 49870, Degrees: 49
System timestamp: 2022-01-31 21:37:39.245306, Packet Type: 00, Millisec: 1695, Sec: 1, Error Val: 136, Error Calc: 136, Error: False, Millideg: 51482, Degrees: 51
System timestamp: 2022-01-31 21:37:39.245306, Packet Type: 00, Millisec: 1700, Sec: 1, Error Val: 136, Error Calc: 136, Error: False, Millideg: 48417, Degrees: 48
System timestamp: 2022-01-31 21:37:39.246304, Packet Type: 00, Millisec: 1705, Sec: 1, Error Val: 222, Error Calc: 222, Error: False, Millideg: 51048, Degrees: 51
System timestamp: 2022-01-31 21:37:39.247305, Packet Type: 00, Millisec: 1710, Sec: 1, Error Val: 146, Error Calc: 146, Error: False, Millideg: 51222, Degrees: 51
System timestamp: 2022-01-31 21:37:39.248305, Packet Type: 00, Millisec: 1715, Sec: 1, Error Val: 127, Error Calc: 127, Error: False, Millideg: 51199, Degrees: 51
System timestamp: 2022-01-31 21:37:39.249303, Packet Type: 00, Millisec: 1720, Sec: 1, Error Val: 183, Error Calc: 183, Error: False, Millideg: 48444, Degrees: 48
System timestamp: 2022-01-31 21:37:39.249303, Packet Type: 00, Millisec: 1725, Sec: 1, Error Val: 184, Error Calc: 184, Error: False, Millideg: 47930, Degrees: 47
System timestamp: 2022-01-31 21:37:39.250305, Packet Type: 00, Millisec: 1730, Sec: 1, Error Val: 150, Error Calc: 150, Error: False, Millideg: 51206, Degrees: 51
System timestamp: 2022-01-31 21:37:39.251303, Packet Type: 00, Millisec: 1735, Sec: 1, Error Val: 241, Error Calc: 241, Error: False, Millideg: 48742, Degrees: 48
System timestamp: 2022-01-31 21:37:39.251303, Packet Type: 00, Millisec: 1740, Sec: 1, Error Val: 186, Error Calc: 186, Error: False, Millideg: 50212, Degrees: 50
System timestamp: 2022-01-31 21:37:39.252303, Packet Type: 00, Millisec: 1745, Sec: 1, Error Val: 174, Error Calc: 174, Error: False, Millideg: 48155, Degrees: 48
System timestamp: 2022-01-31 21:37:39.252303, Packet Type: 00, Millisec: 1750, Sec: 1, Error Val: 227, Error Calc: 227, Error: False, Millideg: 51773, Degrees: 51
System timestamp: 2022-01-31 21:37:39.253302, Packet Type: 00, Millisec: 1755, Sec: 1, Error Val: 98, Error Calc: 98, Error: False, Millideg: 48580, Degrees: 48
System timestamp: 2022-01-31 21:37:39.253302, Packet Type: 00, Millisec: 1760, Sec: 1, Error Val: 231, Error Calc: 231, Error: False, Millideg: 49727, Degrees: 49
System timestamp: 2022-01-31 21:37:39.254303, Packet Type: 00, Millisec: 1765, Sec: 1, Error Val: 7, Error Calc: 7, Error: False, Millideg: 48224, Degrees: 48
System timestamp: 2022-01-31 21:37:39.254303, Packet Type: 00, Millisec: 1770, Sec: 1, Error Val: 173, Error Calc: 173, Error: False, Millideg: 49660, Degrees: 49
System timestamp: 2022-01-31 21:37:39.255303, Packet Type: 00, Millisec: 1775, Sec: 1, Error Val: 48, Error Calc: 48, Error: False, Millideg: 49020, Degrees: 49
System timestamp: 2022-01-31 21:37:39.255303, Packet Type: 00, Millisec: 1780, Sec: 1, Error Val: 124, Error Calc: 124, Error: False, Millideg: 50111, Degrees: 50
System timestamp: 2022-01-31 21:37:39.256303, Packet Type: 00, Millisec: 1785, Sec: 1, Error Val: 93, Error Calc: 93, Error: False, Millideg: 51860, Degrees: 51
System timestamp: 2022-01-31 21:37:39.256303, Packet Type: 00, Millisec: 1790, Sec: 1, Error Val: 158, Error Calc: 158, Error: False, Millideg: 51410, Degrees: 51
System timestamp: 2022-01-31 21:37:39.257306, Packet Type: 00, Millisec: 1795, Sec: 1, Error Val: 162, Error Calc: 162, Error: False, Millideg: 50898, Degrees: 50
System timestamp: 2022-01-31 21:37:39.257306, Packet Type: 00, Millisec: 1800, Sec: 1, Error Val: 213, Error Calc: 213, Error: False, Millideg: 47118, Degrees: 47
System timestamp: 2022-01-31 21:37:39.258303, Packet Type: 00, Millisec: 1805, Sec: 1, Error Val: 11, Error Calc: 11, Error: False, Millideg: 50482, Degrees: 50
System timestamp: 2022-01-31 21:37:39.258303, Packet Type: 00, Millisec: 1810, Sec: 1, Error Val: 77, Error Calc: 77, Error: False, Millideg: 49013, Degrees: 49
System timestamp: 2022-01-31 21:37:39.259301, Packet Type: 00, Millisec: 1815, Sec: 1, Error Val: 80, Error Calc: 80, Error: False, Millideg: 49011, Degrees: 49
System timestamp: 2022-01-31 21:37:39.259301, Packet Type: 00, Millisec: 1820, Sec: 1, Error Val: 224, Error Calc: 224, Error: False, Millideg: 50935, Degrees: 50
System timestamp: 2022-01-31 21:37:39.260304, Packet Type: 00, Millisec: 1825, Sec: 1, Error Val: 202, Error Calc: 202, Error: False, Millideg: 51673, Degrees: 51
System timestamp: 2022-01-31 21:37:39.260304, Packet Type: 00, Millisec: 1830, Sec: 1, Error Val: 33, Error Calc: 33, Error: False, Millideg: 48184, Degrees: 48
System timestamp: 2022-01-31 21:37:39.261304, Packet Type: 00, Millisec: 1835, Sec: 1, Error Val: 147, Error Calc: 147, Error: False, Millideg: 51353, Degrees: 51
System timestamp: 2022-01-31 21:37:39.261304, Packet Type: 00, Millisec: 1840, Sec: 1, Error Val: 202, Error Calc: 202, Error: False, Millideg: 49363, Degrees: 49
System timestamp: 2022-01-31 21:37:39.262305, Packet Type: 00, Millisec: 1845, Sec: 1, Error Val: 122, Error Calc: 122, Error: False, Millideg: 48258, Degrees: 48
System timestamp: 2022-01-31 21:37:39.262305, Packet Type: 00, Millisec: 1850, Sec: 1, Error Val: 207, Error Calc: 207, Error: False, Millideg: 51653, Degrees: 51
System timestamp: 2022-01-31 21:37:39.263304, Packet Type: 00, Millisec: 1855, Sec: 1, Error Val: 164, Error Calc: 164, Error: False, Millideg: 47780, Degrees: 47
System timestamp: 2022-01-31 21:37:39.264303, Packet Type: 00, Millisec: 1860, Sec: 1, Error Val: 197, Error Calc: 197, Error: False, Millideg: 49083, Degrees: 49
System timestamp: 2022-01-31 21:37:39.265304, Packet Type: 00, Millisec: 1865, Sec: 1, Error Val: 93, Error Calc: 93, Error: False, Millideg: 48719, Degrees: 48
System timestamp: 2022-01-31 21:37:39.265304, Packet Type: 00, Millisec: 1870, Sec: 1, Error Val: 94, Error Calc: 94, Error: False, Millideg: 51265, Degrees: 51
System timestamp: 2022-01-31 21:37:39.266303, Packet Type: 00, Millisec: 1875, Sec: 1, Error Val: 22, Error Calc: 22, Error: False, Millideg: 51699, Degrees: 51
System timestamp: 2022-01-31 21:37:39.267303, Packet Type: 00, Millisec: 1880, Sec: 1, Error Val: 184, Error Calc: 184, Error: False, Millideg: 47775, Degrees: 47
System timestamp: 2022-01-31 21:37:39.267303, Packet Type: 00, Millisec: 1885, Sec: 1, Error Val: 188, Error Calc: 188, Error: False, Millideg: 47264, Degrees: 47
System timestamp: 2022-01-31 21:37:39.268304, Packet Type: 00, Millisec: 1890, Sec: 1, Error Val: 49, Error Calc: 49, Error: False, Millideg: 50690, Degrees: 50
System timestamp: 2022-01-31 21:37:39.269304, Packet Type: 00, Millisec: 1895, Sec: 1, Error Val: 75, Error Calc: 75, Error: False, Millideg: 49946, Degrees: 49
System timestamp: 2022-01-31 21:37:39.270303, Packet Type: 00, Millisec: 1900, Sec: 1, Error Val: 250, Error Calc: 250, Error: False, Millideg: 47566, Degrees: 47
System timestamp: 2022-01-31 21:37:39.270303, Packet Type: 00, Millisec: 1905, Sec: 1, Error Val: 87, Error Calc: 87, Error: False, Millideg: 47143, Degrees: 47
System timestamp: 2022-01-31 21:37:39.271304, Packet Type: 00, Millisec: 1910, Sec: 1, Error Val: 239, Error Calc: 239, Error: False, Millideg: 50605, Degrees: 50
System timestamp: 2022-01-31 21:37:39.272304, Packet Type: 00, Millisec: 1915, Sec: 1, Error Val: 53, Error Calc: 53, Error: False, Millideg: 51690, Degrees: 51
System timestamp: 2022-01-31 21:37:39.273304, Packet Type: 00, Millisec: 1920, Sec: 1, Error Val: 202, Error Calc: 202, Error: False, Millideg: 50813, Degrees: 50
System timestamp: 2022-01-31 21:37:39.273304, Packet Type: 00, Millisec: 1925, Sec: 1, Error Val: 117, Error Calc: 117, Error: False, Millideg: 50468, Degrees: 50
System timestamp: 2022-01-31 21:37:39.274303, Packet Type: 00, Millisec: 1930, Sec: 1, Error Val: 12, Error Calc: 12, Error: False, Millideg: 48574, Degrees: 48
System timestamp: 2022-01-31 21:37:39.275304, Packet Type: 00, Millisec: 1935, Sec: 1, Error Val: 92, Error Calc: 92, Error: False, Millideg: 50178, Degrees: 50
System timestamp: 2022-01-31 21:37:39.275304, Packet Type: 00, Millisec: 1940, Sec: 1, Error Val: 158, Error Calc: 158, Error: False, Millideg: 51259, Degrees: 51
System timestamp: 2022-01-31 21:37:39.276304, Packet Type: 00, Millisec: 1945, Sec: 1, Error Val: 247, Error Calc: 247, Error: False, Millideg: 47008, Degrees: 47
System timestamp: 2022-01-31 21:37:39.277301, Packet Type: 00, Millisec: 1950, Sec: 1, Error Val: 177, Error Calc: 177, Error: False, Millideg: 47188, Degrees: 47
System timestamp: 2022-01-31 21:37:39.277301, Packet Type: 00, Millisec: 1955, Sec: 1, Error Val: 242, Error Calc: 242, Error: False, Millideg: 48013, Degrees: 48
System timestamp: 2022-01-31 21:37:39.278303, Packet Type: 00, Millisec: 1960, Sec: 1, Error Val: 62, Error Calc: 62, Error: False, Millideg: 49869, Degrees: 49
System timestamp: 2022-01-31 21:37:39.279308, Packet Type: 00, Millisec: 1965, Sec: 1, Error Val: 96, Error Calc: 96, Error: False, Millideg: 49643, Degrees: 49
System timestamp: 2022-01-31 21:37:39.280302, Packet Type: 00, Millisec: 1970, Sec: 1, Error Val: 31, Error Calc: 31, Error: False, Millideg: 47533, Degrees: 47
System timestamp: 2022-01-31 21:37:39.280302, Packet Type: 00, Millisec: 1975, Sec: 1, Error Val: 31, Error Calc: 31, Error: False, Millideg: 48038, Degrees: 48
System timestamp: 2022-01-31 21:37:39.281305, Packet Type: 00, Millisec: 1980, Sec: 1, Error Val: 56, Error Calc: 56, Error: False, Millideg: 50353, Degrees: 50
System timestamp: 2022-01-31 21:37:39.281305, Packet Type: 00, Millisec: 1985, Sec: 1, Error Val: 68, Error Calc: 68, Error: False, Millideg: 48575, Degrees: 48
System timestamp: 2022-01-31 21:37:39.282304, Packet Type: 00, Millisec: 1990, Sec: 1, Error Val: 211, Error Calc: 211, Error: False, Millideg: 51772, Degrees: 51
System timestamp: 2022-01-31 21:37:39.282304, Packet Type: 00, Millisec: 1995, Sec: 1, Error Val: 195, Error Calc: 195, Error: False, Millideg: 51496, Degrees: 51
System timestamp: 2022-01-31 21:37:39.283305, Packet Type: 00, Millisec: 2000, Sec: 2, Error Val: 181, Error Calc: 181, Error: False, Millideg: 49692, Degrees: 49
System timestamp: 2022-01-31 21:37:39.283305, Packet Type: 00, Millisec: 2005, Sec: 2, Error Val: 100, Error Calc: 100, Error: False, Millideg: 49862, Degrees: 49
System timestamp: 2022-01-31 21:37:39.284304, Packet Type: 00, Millisec: 2010, Sec: 2, Error Val: 126, Error Calc: 126, Error: False, Millideg: 51668, Degrees: 51
System timestamp: 2022-01-31 21:37:39.284304, Packet Type: 00, Millisec: 2015, Sec: 2, Error Val: 229, Error Calc: 229, Error: False, Millideg: 51000, Degrees: 51
System timestamp: 2022-01-31 21:37:39.285304, Packet Type: 00, Millisec: 2020, Sec: 2, Error Val: 158, Error Calc: 158, Error: False, Millideg: 51180, Degrees: 51
System timestamp: 2022-01-31 21:37:39.286304, Packet Type: 00, Millisec: 2025, Sec: 2, Error Val: 196, Error Calc: 196, Error: False, Millideg: 48407, Degrees: 48
System timestamp: 2022-01-31 21:37:39.286304, Packet Type: 00, Millisec: 2030, Sec: 2, Error Val: 103, Error Calc: 103, Error: False, Millideg: 49840, Degrees: 49
System timestamp: 2022-01-31 21:37:39.287303, Packet Type: 00, Millisec: 2035, Sec: 2, Error Val: 46, Error Calc: 46, Error: False, Millideg: 50798, Degrees: 50
System timestamp: 2022-01-31 21:37:39.287303, Packet Type: 00, Millisec: 2040, Sec: 2, Error Val: 196, Error Calc: 196, Error: False, Millideg: 50943, Degrees: 50
System timestamp: 2022-01-31 21:37:39.288305, Packet Type: 00, Millisec: 2045, Sec: 2, Error Val: 60, Error Calc: 60, Error: False, Millideg: 47487, Degrees: 47
System timestamp: 2022-01-31 21:37:39.288305, Packet Type: 00, Millisec: 2050, Sec: 2, Error Val: 135, Error Calc: 135, Error: False, Millideg: 47301, Degrees: 47
System timestamp: 2022-01-31 21:37:39.289302, Packet Type: 00, Millisec: 2055, Sec: 2, Error Val: 24, Error Calc: 24, Error: False, Millideg: 51010, Degrees: 51
System timestamp: 2022-01-31 21:37:39.289302, Packet Type: 00, Millisec: 2060, Sec: 2, Error Val: 183, Error Calc: 183, Error: False, Millideg: 51164, Degrees: 51
System timestamp: 2022-01-31 21:37:39.290303, Packet Type: 00, Millisec: 2065, Sec: 2, Error Val: 18, Error Calc: 18, Error: False, Millideg: 49719, Degrees: 49
System timestamp: 2022-01-31 21:37:39.290303, Packet Type: 00, Millisec: 2070, Sec: 2, Error Val: 79, Error Calc: 79, Error: False, Millideg: 51305, Degrees: 51
System timestamp: 2022-01-31 21:37:39.291304, Packet Type: 00, Millisec: 2075, Sec: 2, Error Val: 48, Error Calc: 48, Error: False, Millideg: 49229, Degrees: 49
System timestamp: 2022-01-31 21:37:39.291304, Packet Type: 00, Millisec: 2080, Sec: 2, Error Val: 231, Error Calc: 231, Error: False, Millideg: 50682, Degrees: 50
System timestamp: 2022-01-31 21:37:39.292302, Packet Type: 00, Millisec: 2085, Sec: 2, Error Val: 37, Error Calc: 37, Error: False, Millideg: 49973, Degrees: 49
System timestamp: 2022-01-31 21:37:39.292302, Packet Type: 00, Millisec: 2090, Sec: 2, Error Val: 165, Error Calc: 165, Error: False, Millideg: 48056, Degrees: 48
System timestamp: 2022-01-31 21:37:39.293303, Packet Type: 00, Millisec: 2095, Sec: 2, Error Val: 235, Error Calc: 235, Error: False, Millideg: 49141, Degrees: 49
System timestamp: 2022-01-31 21:37:39.293303, Packet Type: 00, Millisec: 2100, Sec: 2, Error Val: 178, Error Calc: 178, Error: False, Millideg: 48314, Degrees: 48
System timestamp: 2022-01-31 21:37:39.294302, Packet Type: 00, Millisec: 2105, Sec: 2, Error Val: 247, Error Calc: 247, Error: False, Millideg: 51183, Degrees: 51
System timestamp: 2022-01-31 21:37:39.295305, Packet Type: 00, Millisec: 2110, Sec: 2, Error Val: 40, Error Calc: 40, Error: False, Millideg: 51991, Degrees: 51
System timestamp: 2022-01-31 21:37:39.295305, Packet Type: 00, Millisec: 2115, Sec: 2, Error Val: 197, Error Calc: 197, Error: False, Millideg: 50103, Degrees: 50
System timestamp: 2022-01-31 21:37:39.296304, Packet Type: 00, Millisec: 2120, Sec: 2, Error Val: 188, Error Calc: 188, Error: False, Millideg: 47284, Degrees: 47
System timestamp: 2022-01-31 21:37:39.296304, Packet Type: 00, Millisec: 2125, Sec: 2, Error Val: 193, Error Calc: 193, Error: False, Millideg: 47284, Degrees: 47
System timestamp: 2022-01-31 21:37:39.297302, Packet Type: 00, Millisec: 2130, Sec: 2, Error Val: 17, Error Calc: 17, Error: False, Millideg: 51949, Degrees: 51
System timestamp: 2022-01-31 21:37:39.297302, Packet Type: 00, Millisec: 2135, Sec: 2, Error Val: 48, Error Calc: 48, Error: False, Millideg: 49169, Degrees: 49
System timestamp: 2022-01-31 21:37:39.298303, Packet Type: 00, Millisec: 2140, Sec: 2, Error Val: 183, Error Calc: 183, Error: False, Millideg: 47004, Degrees: 47
System timestamp: 2022-01-31 21:37:39.298303, Packet Type: 00, Millisec: 2145, Sec: 2, Error Val: 88, Error Calc: 88, Error: False, Millideg: 49964, Degrees: 49
System timestamp: 2022-01-31 21:37:39.299304, Packet Type: 00, Millisec: 2150, Sec: 2, Error Val: 91, Error Calc: 91, Error: False, Millideg: 48177, Degrees: 48
System timestamp: 2022-01-31 21:37:39.299304, Packet Type: 00, Millisec: 2155, Sec: 2, Error Val: 251, Error Calc: 251, Error: False, Millideg: 50882, Degrees: 50
System timestamp: 2022-01-31 21:37:39.300302, Packet Type: 00, Millisec: 2160, Sec: 2, Error Val: 80, Error Calc: 80, Error: False, Millideg: 47136, Degrees: 47
System timestamp: 2022-01-31 21:37:39.300302, Packet Type: 00, Millisec: 2165, Sec: 2, Error Val: 139, Error Calc: 139, Error: False, Millideg: 49485, Degrees: 49
System timestamp: 2022-01-31 21:37:39.301301, Packet Type: 00, Millisec: 2170, Sec: 2, Error Val: 136, Error Calc: 136, Error: False, Millideg: 51262, Degrees: 51
System timestamp: 2022-01-31 21:37:39.301301, Packet Type: 00, Millisec: 2175, Sec: 2, Error Val: 32, Error Calc: 32, Error: False, Millideg: 51919, Degrees: 51
System timestamp: 2022-01-31 21:37:39.302303, Packet Type: 00, Millisec: 2180, Sec: 2, Error Val: 55, Error Calc: 55, Error: False, Millideg: 48877, Degrees: 48
System timestamp: 2022-01-31 21:37:39.302303, Packet Type: 00, Millisec: 2185, Sec: 2, Error Val: 13, Error Calc: 13, Error: False, Millideg: 51125, Degrees: 51
System timestamp: 2022-01-31 21:37:39.303303, Packet Type: 00, Millisec: 2190, Sec: 2, Error Val: 116, Error Calc: 116, Error: False, Millideg: 48927, Degrees: 48
System timestamp: 2022-01-31 21:37:39.303303, Packet Type: 00, Millisec: 2195, Sec: 2, Error Val: 148, Error Calc: 148, Error: False, Millideg: 48954, Degrees: 48
System timestamp: 2022-01-31 21:37:39.303303, Packet Type: 00, Millisec: 2200, Sec: 2, Error Val: 251, Error Calc: 251, Error: False, Millideg: 47012, Degrees: 47
System timestamp: 2022-01-31 21:37:39.304304, Packet Type: 00, Millisec: 2205, Sec: 2, Error Val: 208, Error Calc: 208, Error: False, Millideg: 50279, Degrees: 50
System timestamp: 2022-01-31 21:37:39.304304, Packet Type: 00, Millisec: 2210, Sec: 2, Error Val: 235, Error Calc: 235, Error: False, Millideg: 48771, Degrees: 48
System timestamp: 2022-01-31 21:37:39.305302, Packet Type: 00, Millisec: 2215, Sec: 2, Error Val: 75, Error Calc: 75, Error: False, Millideg: 48862, Degrees: 48
System timestamp: 2022-01-31 21:37:39.305302, Packet Type: 00, Millisec: 2220, Sec: 2, Error Val: 24, Error Calc: 24, Error: False, Millideg: 49826, Degrees: 49
System timestamp: 2022-01-31 21:37:39.306302, Packet Type: 00, Millisec: 2225, Sec: 2, Error Val: 75, Error Calc: 75, Error: False, Millideg: 50382, Degrees: 50
System timestamp: 2022-01-31 21:37:39.306302, Packet Type: 00, Millisec: 2230, Sec: 2, Error Val: 200, Error Calc: 200, Error: False, Millideg: 49736, Degrees: 49
System timestamp: 2022-01-31 21:37:39.307303, Packet Type: 00, Millisec: 2235, Sec: 2, Error Val: 187, Error Calc: 187, Error: False, Millideg: 47933, Degrees: 47
System timestamp: 2022-01-31 21:37:39.307303, Packet Type: 00, Millisec: 2240, Sec: 2, Error Val: 186, Error Calc: 186, Error: False, Millideg: 50732, Degrees: 50
System timestamp: 2022-01-31 21:37:39.308303, Packet Type: 00, Millisec: 2245, Sec: 2, Error Val: 207, Error Calc: 207, Error: False, Millideg: 47178, Degrees: 47
System timestamp: 2022-01-31 21:37:39.308303, Packet Type: 00, Millisec: 2250, Sec: 2, Error Val: 113, Error Calc: 113, Error: False, Millideg: 51160, Degrees: 51
System timestamp: 2022-01-31 21:37:39.309305, Packet Type: 00, Millisec: 2255, Sec: 2, Error Val: 139, Error Calc: 139, Error: False, Millideg: 48376, Degrees: 48
System timestamp: 2022-01-31 21:37:39.310303, Packet Type: 00, Millisec: 2260, Sec: 2, Error Val: 78, Error Calc: 78, Error: False, Millideg: 49585, Degrees: 49
System timestamp: 2022-01-31 21:37:39.310303, Packet Type: 00, Millisec: 2265, Sec: 2, Error Val: 214, Error Calc: 214, Error: False, Millideg: 50225, Degrees: 50
System timestamp: 2022-01-31 21:37:39.311304, Packet Type: 00, Millisec: 2270, Sec: 2, Error Val: 46, Error Calc: 46, Error: False, Millideg: 48523, Degrees: 48
System timestamp: 2022-01-31 21:37:39.312304, Packet Type: 00, Millisec: 2275, Sec: 2, Error Val: 139, Error Calc: 139, Error: False, Millideg: 49121, Degrees: 49
System timestamp: 2022-01-31 21:37:39.312304, Packet Type: 00, Millisec: 2280, Sec: 2, Error Val: 199, Error Calc: 199, Error: False, Millideg: 51215, Degrees: 51
System timestamp: 2022-01-31 21:37:39.313302, Packet Type: 00, Millisec: 2285, Sec: 2, Error Val: 139, Error Calc: 139, Error: False, Millideg: 49876, Degrees: 49
System timestamp: 2022-01-31 21:37:39.313302, Packet Type: 00, Millisec: 2290, Sec: 2, Error Val: 170, Error Calc: 170, Error: False, Millideg: 47607, Degrees: 47
System timestamp: 2022-01-31 21:37:39.314303, Packet Type: 00, Millisec: 2295, Sec: 2, Error Val: 50, Error Calc: 50, Error: False, Millideg: 51307, Degrees: 51
System timestamp: 2022-01-31 21:37:39.314303, Packet Type: 00, Millisec: 2300, Sec: 2, Error Val: 234, Error Calc: 234, Error: False, Millideg: 47405, Degrees: 47
System timestamp: 2022-01-31 21:37:39.315303, Packet Type: 00, Millisec: 2305, Sec: 2, Error Val: 49, Error Calc: 49, Error: False, Millideg: 49765, Degrees: 49
System timestamp: 2022-01-31 21:37:39.315303, Packet Type: 00, Millisec: 2310, Sec: 2, Error Val: 142, Error Calc: 142, Error: False, Millideg: 51383, Degrees: 51
System timestamp: 2022-01-31 21:37:39.316301, Packet Type: 00, Millisec: 2315, Sec: 2, Error Val: 107, Error Calc: 107, Error: False, Millideg: 48538, Degrees: 48
System timestamp: 2022-01-31 21:37:39.316301, Packet Type: 00, Millisec: 2320, Sec: 2, Error Val: 73, Error Calc: 73, Error: False, Millideg: 50794, Degrees: 50
System timestamp: 2022-01-31 21:37:39.317303, Packet Type: 00, Millisec: 2325, Sec: 2, Error Val: 47, Error Calc: 47, Error: False, Millideg: 48468, Degrees: 48
System timestamp: 2022-01-31 21:37:39.317303, Packet Type: 00, Millisec: 2330, Sec: 2, Error Val: 27, Error Calc: 27, Error: False, Millideg: 50483, Degrees: 50
System timestamp: 2022-01-31 21:37:39.318302, Packet Type: 00, Millisec: 2335, Sec: 2, Error Val: 233, Error Calc: 233, Error: False, Millideg: 50174, Degrees: 50
System timestamp: 2022-01-31 21:37:39.318302, Packet Type: 00, Millisec: 2340, Sec: 2, Error Val: 91, Error Calc: 91, Error: False, Millideg: 51302, Degrees: 51
System timestamp: 2022-01-31 21:37:39.319302, Packet Type: 00, Millisec: 2345, Sec: 2, Error Val: 24, Error Calc: 24, Error: False, Millideg: 48680, Degrees: 48
System timestamp: 2022-01-31 21:37:39.319302, Packet Type: 00, Millisec: 2350, Sec: 2, Error Val: 206, Error Calc: 206, Error: False, Millideg: 47072, Degrees: 47
System timestamp: 2022-01-31 21:37:39.320303, Packet Type: 00, Millisec: 2355, Sec: 2, Error Val: 220, Error Calc: 220, Error: False, Millideg: 50396, Degrees: 50
System timestamp: 2022-01-31 21:37:39.320303, Packet Type: 00, Millisec: 2360, Sec: 2, Error Val: 121, Error Calc: 121, Error: False, Millideg: 47487, Degrees: 47
System timestamp: 2022-01-31 21:37:39.321304, Packet Type: 00, Millisec: 2365, Sec: 2, Error Val: 247, Error Calc: 247, Error: False, Millideg: 49903, Degrees: 49
System timestamp: 2022-01-31 21:37:39.321304, Packet Type: 00, Millisec: 2370, Sec: 2, Error Val: 59, Error Calc: 59, Error: False, Millideg: 49710, Degrees: 49
System timestamp: 2022-01-31 21:37:39.321304, Packet Type: 00, Millisec: 2375, Sec: 2, Error Val: 179, Error Calc: 179, Error: False, Millideg: 48295, Degrees: 48
System timestamp: 2022-01-31 21:37:39.322302, Packet Type: 00, Millisec: 2380, Sec: 2, Error Val: 4, Error Calc: 4, Error: False, Millideg: 49391, Degrees: 49
System timestamp: 2022-01-31 21:37:39.322302, Packet Type: 00, Millisec: 2385, Sec: 2, Error Val: 123, Error Calc: 123, Error: False, Millideg: 48484, Degrees: 48
System timestamp: 2022-01-31 21:37:39.323305, Packet Type: 00, Millisec: 2390, Sec: 2, Error Val: 172, Error Calc: 172, Error: False, Millideg: 51588, Degrees: 51
System timestamp: 2022-01-31 21:37:39.324303, Packet Type: 00, Millisec: 2395, Sec: 2, Error Val: 153, Error Calc: 153, Error: False, Millideg: 51309, Degrees: 51
System timestamp: 2022-01-31 21:37:39.325302, Packet Type: 00, Millisec: 2400, Sec: 2, Error Val: 91, Error Calc: 91, Error: False, Millideg: 49202, Degrees: 49
System timestamp: 2022-01-31 21:37:39.325302, Packet Type: 00, Millisec: 2405, Sec: 2, Error Val: 197, Error Calc: 197, Error: False, Millideg: 51598, Degrees: 51
System timestamp: 2022-01-31 21:37:39.326302, Packet Type: 00, Millisec: 2410, Sec: 2, Error Val: 197, Error Calc: 197, Error: False, Millideg: 51593, Degrees: 51
System timestamp: 2022-01-31 21:37:39.327308, Packet Type: 00, Millisec: 2415, Sec: 2, Error Val: 233, Error Calc: 233, Error: False, Millideg: 48309, Degrees: 48
System timestamp: 2022-01-31 21:37:39.328304, Packet Type: 00, Millisec: 2420, Sec: 2, Error Val: 87, Error Calc: 87, Error: False, Millideg: 47903, Degrees: 47
System timestamp: 2022-01-31 21:37:39.329307, Packet Type: 00, Millisec: 2425, Sec: 2, Error Val: 43, Error Calc: 43, Error: False, Millideg: 49640, Degrees: 49
System timestamp: 2022-01-31 21:37:39.330307, Packet Type: 00, Millisec: 2430, Sec: 2, Error Val: 243, Error Calc: 243, Error: False, Millideg: 50854, Degrees: 50
System timestamp: 2022-01-31 21:37:39.330307, Packet Type: 00, Millisec: 2435, Sec: 2, Error Val: 88, Error Calc: 88, Error: False, Millideg: 49674, Degrees: 49
System timestamp: 2022-01-31 21:37:39.331305, Packet Type: 00, Millisec: 2440, Sec: 2, Error Val: 155, Error Calc: 155, Error: False, Millideg: 49226, Degrees: 49
System timestamp: 2022-01-31 21:37:39.332303, Packet Type: 00, Millisec: 2445, Sec: 2, Error Val: 235, Error Calc: 235, Error: False, Millideg: 48791, Degrees: 48
System timestamp: 2022-01-31 21:37:39.332303, Packet Type: 00, Millisec: 2450, Sec: 2, Error Val: 239, Error Calc: 239, Error: False, Millideg: 48535, Degrees: 48
System timestamp: 2022-01-31 21:37:39.333308, Packet Type: 00, Millisec: 2455, Sec: 2, Error Val: 204, Error Calc: 204, Error: False, Millideg: 51300, Degrees: 51
System timestamp: 2022-01-31 21:37:39.333308, Packet Type: 00, Millisec: 2460, Sec: 2, Error Val: 17, Error Calc: 17, Error: False, Millideg: 48814, Degrees: 48
System timestamp: 2022-01-31 21:37:39.334303, Packet Type: 00, Millisec: 2465, Sec: 2, Error Val: 200, Error Calc: 200, Error: False, Millideg: 51031, Degrees: 51
System timestamp: 2022-01-31 21:37:39.334303, Packet Type: 00, Millisec: 2470, Sec: 2, Error Val: 139, Error Calc: 139, Error: False, Millideg: 51475, Degrees: 51
System timestamp: 2022-01-31 21:37:39.334303, Packet Type: 00, Millisec: 2475, Sec: 2, Error Val: 27, Error Calc: 27, Error: False, Millideg: 50849, Degrees: 50
